,bookID,title,authors,average_rating,isbn,isbn13,language_code,num_pages,ratings_count,text_reviews_count,publication_date,publisher,Unnamed: 12,Unnamed: 13,Unnamed: 14
597,1955,A Tale of Two Cities,Charles Dickens/Keith Cox/Cynthia Brantley Johnson,3.84,743487605,9780743487603,eng,496,131,28,5/1/2004,Simon  Schuster,,,
598,1957,A Tale of Two Cities,Charles Dickens/Gillen D'Arcy Wood,3.84,1593081383,9781593081386,eng,409,1343,183,7/25/2004,,,,
599,1958,A Tale of Two Cities: Charles Dickens,SparkNotes,4.0,158663352X,9781586633523,eng,96,10,1,1/10/2002,,,,
600,1959,A Tale of Two Cities,Charles Dickens/Gillen D'Arcy Wood,3.84,1593080557,9781593080556,en-US,429,730,88,12/1/2003,,,,
601,1960,A Tale of Two Cities,Charles Dickens/Simon Schama,3.84,1857151437,9781857151435,eng,432,39,9,3/18/1993,,,,
602,1972,Den of Thieves,James B. Stewart,4.16,067179227X,9780671792275,en-US,592,9718,216,9/1/1992,Simon  Schuster,,,
603,1976,Den of Thieves (Cat Royal  #3),Julia Golding,4.21,1405228180,9781405228183,eng,416,1432,61,1/31/2007,,,,
605,1984,Bleak House,Charles Dickens/Mary Gaitskill/Hablot Knight Browne,4.01,375760059,9780375760051,eng,887,1235,146,7/9/2002,Modern Library,,,
606,1985,David Copperfield,Charles Dickens/Gish Jen,3.99,451530047,9780451530042,eng,928,355,17,2/7/2006,Signet,,,
609,1990,Martin Chuzzlewit,Charles Dickens/Patricia Ingham/Hablot Knight Browne,3.83,140436146,9780140436143,eng,830,13212,394,11/25/1999,,,,
611,1993,The Third Chimpanzee: The Evolution & Future of the Human Animal,Jared Diamond,4.06,60183071,9780060183073,eng,407,59,1,1/1/1992,,,,
612,1999,J.K.Rowling,Colleen Sexton,3.84,822533898,9780822533894,eng,112,127,10,9/1/2005,,,,
614,2004,J.K. Rowling's Harry Potter Novels: A Reader's Guide,Philip Nel,3.58,826452329,9780826452320,eng,96,78,9,9/26/2001,,,,
615,2005,Harry Potter and the Half-Blood Prince (Harry Potter  #6),J.K. Rowling,4.57,747584664,9780747584667,eng,768,1213,78,6/23/2006,,,,
619,2019,The Birds (Methuen Drama),Sean O'Brien,2.67,413772780,9780413772787,en-GB,96,3,1,7/22/2002,,,,
620,2022,The Frogs,Aristophanes/B.B. Rogers,3.8,1420926713,9781420926712,en-US,88,3,1,1/1/2005,,,,
622,2026,"Myths of the Underworld Journey: Plato  Aristophanes  and the ""Orphic"" Gold Tablets",Radcliffe G. Edmonds III,3.75,521834341,9780521834346,eng,276,3,0,11/18/2004,,,,
623,2028,Assembly of Women (Literary Classics),Aristophanes/Robert Mayhew,3.77,1573921335,9781573921336,en-GB,124,56,4,4/1/1997,,,,
624,2034,Comoediae 1: Acharenses/Equites/Nubes/Vespae/Pax/Aves,Aristophanes/F.W. Hall/W.M. Geldart,5.0,198145047,9780198145042,grc,364,0,0,2/22/1922,,,,
625,2043,Aristophanes and His Theatre of the Absurd,Paul Anthony Cartledge,3.86,1853991147,9781853991141,eng,127,7,1,6/1/1991,,,,
626,2045,Later Novels and Other Writings: The Lady in the Lake / The Little Sister / The Long Goodbye / Playback / Double Indemnity (screenplay) / Selected Essays and Letters,Raymond Chandler/Frank MacShane,4.47,1883011086,9781883011086,eng,1076,1107,48,10/1/1995,,,,
627,2046,Stories and Early Novels: Pulp Stories / The Big Sleep / Farewell  My Lovely / The High Window,Raymond Chandler/Frank MacShane,4.5,1883011078,9781883011079,eng,1199,1324,66,10/1/1995,,,,
628,2048,The Lady in the Lake  The Little Sister  The Long Goodbye  Playback (Everyman's Library),Raymond Chandler/Tom Hiney,4.45,375415025,9780375415029,eng,1016,241,11,10/15/2002,,,,
629,2049,The High Window (Philip Marlowe  #3),Raymond Chandler,4.08,394758269,9780394758268,eng,265,13233,570,8/12/1992,,,,
630,2051,The Simple Art of Murder,Raymond Chandler,4.16,394757653,9780394757650,eng,384,4952,162,9/12/1988,,,,
632,2054,The Long Goodbye (Philip Marlowe  #6),Raymond Chandler,4.22,394757688,9780394757681,eng,379,26389,1619,8/12/1988,,,,
633,2056,An Evening of Long Goodbyes,Paul Murray,3.6,812970403,9780812970401,eng,448,983,130,9/13/2005,,,,
638,2068,Darwin's Dangerous Idea: Evolution and the Meanings of Life,Daniel C. Dennett,4.04,068482471X,9780684824710,eng,588,13563,235,6/12/1996,Simon  Schuster,,,
642,2077,Leaps of Faith: Science  Miracles & the Search for Supernatural Consolation,Nicholas Humphrey/Daniel C. Dennett,3.61,387987207,9780387987200,en-US,244,21,3,6/4/1999,,,,
648,2096,God Created the Integers: The Mathematical Breakthroughs That Changed History,Stephen Hawking,4.07,762419229,9780762419227,eng,1160,1682,51,10/4/2005,,,,
650,2100,The Future of Spacetime,Stephen Hawking/Kip S. Thorne/Igor Novikov/Timothy Ferris/Alan Lightman/Richard     Price,3.94,039332446X,9780393324464,eng,224,257,10,6/17/2003,,,,
652,2103,The Nature of Space and Time,Stephen Hawking/Roger Penrose,4.09,691050848,9780691050843,eng,152,989,40,10/8/2000,,,,
656,2112,The Art of Nonfiction: A Guide for Writers and Readers,Ayn Rand/Robert Mayhew/Peter   Schwartz,3.96,452282314,9780452282315,en-US,192,429,39,2/1/2001,,,,
659,2123,The 36-Hour Day: A Family Guide to Caring for Persons with Alzheimer Disease  Related Dementing Illnesses  and Memory Loss in Later Life,Nancy L. Mace/Peter V. Rabins,4.24,446618764,9780446618762,eng,624,69,6,11/1/2006,,,,
660,2126,The 3-Hour Diet: On the Go,Jorge Cruise,3.1,60793198,9780060793197,en-US,192,31,2,10/18/2005,,,,
661,2127,The Last Hours of Ancient Sunlight: The Fate of the World and What We Can Do Before It's Too Late,Thom Hartmann/Joseph Chilton Pearce/Neale Donald Walsch,4.23,1400051576,9781400051571,en-US,400,1392,136,4/27/2004,,,,
664,2140,Blink: The Power of Thinking Without Thinking,Malcolm Gladwell,3.93,316172324,9780316172325,en-US,277,4254,355,1/11/2005,,,,
667,2151,The Complete Novels,Jane Austen/Hugh  Thomson,4.55,517147688,9780517147689,eng,1103,300,31,9/3/1995,,,,
668,2152,The Jane Austen Book Club,Karen Joy Fowler,3.08,452286530,9780452286535,eng,288,57720,3535,4/26/2005,,,,
669,2153,Jane Austen: The Complete Novels,Jane Austen,4.55,517118297,9780517118290,eng,1103,267,24,6/1/1994,,,,
670,2155,Jane Austen's Letters,Jane Austen/Deirdre Le Faye,4.16,192832972,9780192832979,eng,672,2278,69,4/3/1997,,,,
671,2156,Persuasion,Jane Austen/James Kinsley/Anna Massey/Richard S. Hartmetz/Maurgaux Motin/Deidre Shauna Lynch,4.14,192802631,9780192802637,eng,249,441462,11308,3/18/2004,,,,
673,2166,The Old Man and the Sea,Ernest Hemingway/Donald Sutherland,3.77,743564367,9780743564366,eng,3,393,77,5/1/2006,,,,
675,2176,Flaubert's Parrot,Julian Barnes,3.66,679731369,9780679731368,eng,190,9373,606,11/27/1990,Vintage,,,
676,2178,Flaubert in Egypt: A Sensibility on Tour,Gustave Flaubert/Francis Steegmuller,3.62,140435824,9780140435825,eng,230,378,31,3/30/1996,,,,
677,2179,A Sentimental Education,Gustave Flaubert/Douglas Parmée,3.83,192836226,9780192836229,eng,464,105,7,5/18/2000,,,,
678,2182,Three Tales,Gustave Flaubert/Roger Whitehouse/Geoffrey Wall,3.69,140448004,9780140448009,eng,110,3190,150,1/27/2005,,,,
679,2183,Sentimental Education,Gustave Flaubert/Robert Baldick/Geoffrey Wall,3.83,140447970,9780140447972,eng,460,13499,388,2/5/2004,,,,
680,2186,The Family Idiot 5: Gustave Flaubert 1821-1857,Jean-Paul Sartre/Carol Cosman,3.8,226735192,9780226735191,en-US,632,5,1,1/26/1994,,,,
682,2199,Team of Rivals: The Political Genius of Abraham Lincoln,Doris Kearns Goodwin,4.28,743270754,9780743270755,eng,916,133840,6118,9/26/2006,,,,
683,2203,John Adams,David McCullough,4.06,743223136,9780743223133,eng,751,282649,5325,5/22/2001,,,,
685,2205,The Letters of John and Abigail Adams,Abigail Adams/Frank Shuffelton,4.14,142437115,9780142437117,eng,512,275,28,12/30/2003,,,,
686,2209,Passionate Sage: The Character and Legacy of John Adams,Joseph J. Ellis,4.05,393311333,9780393311334,eng,288,2622,78,2/17/2001,,,,
687,2211,The Portable John Adams,John  Adams/John Patrick Diggins,4.17,142437786,9780142437780,eng,533,57,0,6/29/2004,Penguin Books,,,
689,2219,Baby Signing For Dummies,Jennifer Watson,3.64,471773867,9780471773863,eng,257,37,9,10/1/2006,,,,
691,2226,On Death and Dying,Elisabeth Kübler-Ross,4.16,684842238,9780684842233,eng,288,144,10,7/2/1997,Scribner,,,
692,2227,Questions and Answers on Death and Dying: A Companion Volume to On Death and Dying,Elisabeth Kübler-Ross,4.07,684839377,9780684839370,eng,192,197,7,6/9/1997,Scribner,,,
693,2228,The Last Dance: Encountering Death and Dying,Lynne Ann DeSpelder/Albert Lee Strickland,3.77,72920963,9780072920963,eng,664,123,13,2/6/2004,,,,
694,2236,Mahatma Gandhi and His Myths: Civil Disobedience  Nonviolence  and Satyagraha in the Real World (Plus Why It's Gandhi  Not Ghandi),Mark Shepard,3.62,938497197,9780938497196,eng,46,55,7,1/1/2002,,,,
696,2250,The 7 Habits of Highly Effective People Personal Workbook,Stephen R. Covey,4.24,743250974,9780743250979,eng,192,1874,114,1/6/2004,Simon  Schuster,,,
697,2253,Daily Reflections For Highly Effective People: Living the 7 Habits of Highly Successful People Every Day,Stephen R. Covey,3.9,671887173,9780671887179,eng,384,336,26,3/21/1994,Simon  Schuster,,,
700,2265,It's Not about the Bike: My Journey Back to Life,Lance Armstrong/Sally Jenkins,3.72,425179613,9780425179611,eng,294,35050,1833,9/1/2001,,,,
702,2279,Truman,David McCullough,4.12,671869205,9780671869205,eng,1120,71764,1937,6/14/1993,Simon  Schuster,,,
703,2281,The Complete Stories of Truman Capote,Truman Capote/Reynolds Price,4.2,140009691X,9781400096916,eng,320,3993,217,9/13/2005,Vintage,,,
704,2282,Breakfast at Tiffany's: A Short Novel and Three Stories,Truman Capote,3.89,067960085X,9780679600855,eng,162,5658,699,1/13/1994,Modern Library,,,
705,2283,Murder at The Washington Tribune (Capital Crimes  #21),Margaret Truman,3.58,345478207,9780345478207,eng,384,585,78,10/31/2006,,,,
707,2287,Other Voices  Other Rooms,Truman Capote,3.8,679745645,9780679745648,eng,232,10635,656,2/1/1994,Vintage,,,
708,2289,In Cold Blood,Truman Capote/Scott Brick,4.07,073933364X,9780739333648,eng,15,563,133,1/3/2006,,,,
709,2296,Emergence: The Connected Lives of Ants  Brains  Cities  and Software,Steven Johnson,3.96,684868768,9780684868769,en-US,288,2769,200,9/10/2002,Scribner,,,
710,2299,Emergence: Labeled Autistic,Temple Grandin/Margaret M. Scariano,4.07,446671827,9780446671828,en-GB,200,1827,154,9/1/1996,,,,
711,2304,The Emergence of Life on Earth: A Historical and Scientific Overview,Iris Fry,4.02,813527406,9780813527406,eng,344,48,5,2/1/2000,,,,
712,2305,The Ghost Stories of Edith Wharton,Edith Wharton/Laszlo Kubinyi,3.89,684842572,9780684842578,eng,303,2842,182,10/10/1997,Scribner,,,
713,2306,The House of Mirth / The Reef / The Custom of the Country / The Age of Innocence,Edith Wharton/R.W.B. Lewis,4.3,940450313,9780940450318,eng,1328,446,29,5/12/1986,,,,
714,2307,Collected Stories  1911-1937,Edith Wharton/Maureen Howard,4.25,1883011949,9781883011949,eng,848,55,9,1/29/2001,,,,
715,2309,Novellas and Other Writings: Madame de Treymes / Ethan Frome / Summer / Old New York / The Mother’s Recompense / A Backward Glance,Edith Wharton/Cynthia Griffin Wolff,4.22,940450534,9780940450530,eng,1137,67,9,4/1/1990,,,,
716,2314,The House of Mirth,Edith Wharton,3.95,486420493,9780486420493,eng,272,749,62,8/6/2002,,,,
717,2315,Below the Root,Zilpha Keatley Snyder/Alton Raible,4.08,689304579,9780689304576,eng,231,41,9,1/1/1975,,,,
719,2322,The Deeper Meaning of Liff,Douglas Adams/John Lloyd,3.93,307236013,9780307236012,eng,192,3986,85,4/19/2005,,,,
721,2327,The Letters of J.R.R. Tolkien,J.R.R. Tolkien/Humphrey Carpenter/Christopher Tolkien,4.15,618056998,9780618056996,eng,502,4689,171,6/6/2000,Mariner Books,,,
722,2329,The History of the Lord of the Rings (The History of Middle-earth #6-9),J.R.R. Tolkien/Christopher Tolkien,4.38,618083553,9780618083558,en-US,1680,237,3,9/1/2000,Mariner Books,,,
723,2330,The Languages of Tolkien's Middle-Earth,Ruth S. Noel/J.R.R. Tolkien,3.98,395291305,9780395291306,eng,207,4685,74,5/28/1980,,,,
724,2331,The Lord of the Rings- 3 volumes set (The Lord of the Rings  #1-3),J.R.R. Tolkien,4.5,618574999,9780618574995,en-US,1438,232,9,6/1/2005,Mariner Books,,,
725,2333,Farmer Giles of Ham,J.R.R. Tolkien/Christina Scull/Wayne G. Hammond,3.85,618009361,9780618009367,eng,127,5526,225,11/15/1999,,,,
726,2336,Tandia,Bryce Courtenay,4.05,140272925,9780140272925,eng,905,8461,369,8/31/1998,,,,
728,2343,Solomon's Song (The Potato Factory  #3),Bryce Courtenay,4.01,140271570,9780140271577,eng,671,3920,132,8/31/2001,,,,
729,2348,An Introduction to Old Norse,E.V. Gordon/A.R. Taylor,4.1,198111843,9780198111849,eng,412,104,7,7/23/1981,,,,
732,2368,Mornings on Horseback: The Story of an Extraordinary Family  a Vanished Way of Life  and the Unique Child Who Became Theodore Roosevelt,David McCullough,4.12,671447548,9780671447540,eng,445,23064,1191,5/12/1982,Simon  Schuster,,,
733,2370,John Adams,David McCullough,4.06,684813637,9780684813639,en-US,752,1852,285,5/1/2001,,,,
734,2371,The Johnstown Flood,David McCullough,4.11,844662925,9780844662923,eng,302,14739,1199,1/1/1990,,,,
735,2372,The Path Between the Seas: The Creation of the Panama Canal  1870-1914,David McCullough,4.2,743262131,9780743262132,eng,697,12178,1042,6/1/2004,Simon  Schuster,,,
738,2378,El Coleccionista De Huesos (Lincoln Rhyme  #1),Jeffery Deaver,4.19,8466305130,9788466305136,spa,640,26,2,6/1/2003,,,,
739,2386,Moby Dick,Herman Melville/William Hootkins,3.5,9626343583,9789626343586,eng,25,67,17,9/1/2005,,,,
740,2388,Moby-Dick,Jan Needle/Patrick Benson/Herman Melville,3.71,763630187,9780763630188,eng,192,161,16,9/12/2006,,,,
742,2390,Moby-Dick,Herman Melville/Carl F. Hovde,3.5,1593080182,9781593080181,eng,707,1260,207,4/1/2003,,,,
744,2404,Moby Dick: or The White Whale (Oxford Illustrated Classics),Geraldine McCaughrean/Victor G. Ambrus/Herman Melville,3.82,192781537,9780192781536,eng,104,39,5,4/16/1998,,,,
746,2409,Moby Dick: Or  the White Whale (Oxford Illustrated Classics Series),Geraldine McCaughrean/Victor G. Ambrus/Herman Melville,3.82,019274156X,9780192741561,eng,102,6,0,4/3/1997,,,,
747,2411,Melville and the politics of identity: From *King Lear* to *Moby-Dick*,Julian Markels,3.33,252063023,9780252063022,eng,164,0,0,7/1/1993,,,,
748,2412,"Unpainted to the Last: ""Moby Dick"" and Twentieth-century American Art",Elizabeth A. Schultz,4.28,700607420,9780700607426,eng,400,16,1,10/20/1995,,,,
752,2443,The Innocents Abroad,Mark Twain/Grover Gardner,3.86,812967054,9780812967050,eng,560,8879,693,2/11/2003,Modern Library,,,
753,2445,Teaching English Abroad,Susan  Griffith,3.57,1854583522,9781854583529,eng,576,38,6,1/1/2007,,,,
754,2452,Theocritus: Select Poems: Select Poems,Theocritus/Kenneth James Dover,3.0,862921473,9780862921477,grc,395,1,1,6/1/1991,,,,
755,2473,The Shield. Catalogue of Women. Other Fragments. (Hesiod II),Hesiod/Glenn W. Most,4.03,674996232,9780674996236,eng,434,33,1,3/1/2007,,,,
756,2486,Death and the King's Horseman,Wole Soyinka/Simon Gikandi,3.76,393977617,9780393977615,en-US,254,259,30,11/5/2002,,,,
757,2494,The Time Machine,H.G. Wells/Patrick Parrinder/Steven McLean/Marina Warner,3.89,141439971,9780141439976,eng,104,3094,301,3/31/2005,,,,
758,2495,The Time Machine,H.G. Wells/Cynthia Brantley Johnson/Benjamin Beard,3.89,743487737,9780743487733,eng,150,372,36,7/1/2004,Simon  Schuster,,,
759,2499,The Ultimate Time Machine: A Remote Viewer's Perception of Time & Predictions for the New Millennium,Joseph McMoneagle,3.59,157174102X,9781571741028,en-GB,275,68,6,10/1/1998,,,,
760,2501,The Time Machine,H.G. Wells/Melvin Burgess,3.89,439436540,9780439436540,eng,123,284,35,3/1/2004,,,,
762,2506,Selected Stories,H.G. Wells/Ursula K. Le Guin,3.93,812970756,9780812970753,en-US,432,80,11,7/13/2004,Modern Library,,,
763,2508,Tono-Bungay,H.G. Wells/Edward Mendelson/Patrick Parrinder,3.42,141441119,9780141441115,eng,414,856,111,6/28/2005,,,,
764,2519,The Name of the Rose (Everyman's Library (Cloth)),Umberto Eco,4.12,307264890,9780307264893,en-US,560,1338,113,9/26/2006,,,,
766,2521,Blood Done Sign My Name: A True Story,Timothy B. Tyson,4.15,1400083117,9781400083114,eng,368,2594,403,5/3/2005,,,,
767,2526,Blindness,José Saramago/Giovanni Pontiero,4.11,156007754,9780156007757,eng,326,107455,7778,10/4/1999,Mariner Books,,,
769,2528,All the Names,José Saramago/Margaret Jull Costa,3.89,156010593,9780156010597,eng,245,11016,734,10/5/2001,Mariner Books,,,
770,2529,The Tale of the Unknown Island,José Saramago/Peter Sís/Margaret Jull Costa,3.89,156013037,9780156013031,eng,64,3331,242,10/5/2000,Mariner Books,,,
771,2530,Baltasar and Blimunda,José Saramago/Giovanni Pontiero,3.92,156005204,9780156005203,eng,346,6184,284,10/16/1998,Mariner Books,,,
772,2531,The Cave,José Saramago/Margaret Jull Costa,3.84,156028794,9780156028790,eng,307,7649,548,10/15/2003,Mariner Books,,,
773,2535,The Stone Raft,José Saramago/Giovanni Pontiero,3.8,156004011,9780156004015,en-US,292,308,30,6/14/1996,Mariner Books,,,
775,2538,El hombre duplicado,José Saramago/Pilar del Río,3.89,8466312803,9788466312806,spa,380,1295,106,9/1/2004,,,,
776,2539,Ensayo sobre la lucidez,José Saramago/Pilar del Río,3.8,8466314741,9788466314749,spa,461,1744,124,1/1/2005,,,,
777,2541,La caverna,José Saramago/Pilar del Río,3.84,846630679X,9788466306799,spa,441,842,69,2/1/2003,,,,
778,2542,The History of the Siege of Lisbon,José Saramago/Giovanni Pontiero,3.81,156006243,9780156006248,eng,314,331,62,9/1/1998,Mariner Books,,,
783,2551,On the Road,Jack Kerouac,3.63,143036386,9780143036388,eng,320,488,39,9/6/2005,Penguin Books,,,
784,2552,On the Road,Jack Kerouac/Ann Charters,3.63,141182679,9780141182674,eng,281,5575,502,2/24/2000,Penguin Books,,,
785,2557,De Kooning: An American Master,Mark Stevens/Annalyn Swan,4.11,375711163,9780375711169,eng,732,2732,105,4/4/2006,,,,
787,2567,Aké: The Years of Childhood,Wole Soyinka,3.93,679725407,9780679725404,eng,230,1284,90,10/23/1989,Vintage,,,
788,2581,Ready for Anything: 52 Productivity Principles for Getting Things Done,David    Allen,3.85,143034545,9780143034544,eng,165,3832,178,12/28/2004,Penguin Books,,,
789,2584,The Facilitator's Book of Questions: Tools for Looking Together at Student and Teacher Work,David  Allen/Tina Blythe/Gene Thompson-Grove,4.0,807744689,9780807744680,eng,142,54,4,4/29/2004,,,,
790,2586,Sun Tzu and the Art of Business: Six Strategic Principles for Managers,Sun Tzu/Mark McNeilly,3.89,195137892,9780195137897,eng,272,125,13,4/1/2000,,,,
791,2595,Marketing Warfare,Al Ries/Jack Trout,4.11,71460829,9780071460828,eng,216,942,59,12/13/2005,,,,
794,2615,The Innovator's Dilemma: The Revolutionary Book that Will Change the Way You Do Business,Clayton M. Christensen/L.J. Ganser,3.99,60521996,9780060521998,eng,286,32079,752,1/7/2003,,,,
795,2619,Great Expectations,Charles Dickens/David Trotter/Charlotte Mitchell,3.77,141439564,9780141439563,eng,512,14228,668,12/31/2002,Penguin Books,,,
796,2626,Great Expectations: Authoritative Text  Backgrounds  Contexts  Criticism,Charles Dickens/Edgar Rosenberg,3.77,393960692,9780393960693,eng,776,573,38,1/19/1999,,,,
797,2646,Luther and Erasmus: Free Will and Salvation (Library of Christian Classics),Erasmus/Martin Luther/Philip S. Watson/E. Gordon Rupp,3.8,664241581,9780664241582,eng,364,108,13,1/1/1969,,,,
798,2654,To Kill a Mockingbird,Harper Lee,4.27,60935464,9780060935467,eng,323,10524,898,7/5/2005,,,,
802,2677,A Modest Proposal and Other Satirical Works,Jonathan Swift,4.05,486287599,9780486287591,eng,64,13562,141,2/2/1996,,,,
803,2678,Gulliver's Travels / A Modest Proposal,Jonathan Swift/Jesse Gale,3.79,1416500391,9781416500391,eng,416,2161,50,8/1/2005,Simon  Schuster,,,
804,2680,Empire 2.0: A Modest Proposal for a United States of the West (Terra Nova),Xavier de C./Xavier de C./Joseph Rowe,4.67,1556434952,9781556434952,eng,144,3,0,5/4/2004,,,,
805,2686,The Bostonians,Henry James/R.D. Gooder,3.59,192834428,9780192834423,eng,504,85,12,7/23/1998,,,,
806,2687,Novels 1896–1899: The Other House / The Spoils of Poynton / What Maisie Knew / The Awkward Age,Henry James/Myra Jehlen,4.28,1931082308,9781931082303,eng,1035,25,4,3/10/2003,,,,
807,2688,Novels 1901–1902: The Sacred Fount / The Wings of the Dove,Henry James/Leo Bersani,4.63,193108288X,9781931082884,eng,713,27,3,2/2/2006,,,,
808,2692,Complete Stories 1892–1898,Henry James/John Hollander/David Bromwich,4.22,1883011094,9781883011093,eng,958,198,7,1/1/1996,,,,
809,2696,The Canterbury Tales,Geoffrey Chaucer/Nevill Coghill,3.49,140424385,9780140424386,eng,504,168559,2365,1/30/2003,,,,
810,2698,The Canterbury Tales,Geoffrey Chaucer/David  Wright,3.49,019283360X,9780192833600,eng,465,257,22,7/9/1998,,,,
811,2701,The Canterbury Tales (original-spelling edition),Geoffrey Chaucer/Jill Mann,3.49,014042234X,9780140422344,enm,1254,792,59,4/7/2005,,,,
812,2702,Chaucer's Canterbury Tales (Selected): An Interlinear Translation,Geoffrey Chaucer/Vincent Foster Hopper,3.8,812000390,9780812000399,eng,530,73,5,12/31/1977,,,,
813,2705,Oxford Guides to Chaucer: The Canterbury Tales,Helen  Cooper,4.02,198711557,9780198711551,eng,456,84,4,5/23/1996,,,,
814,2706,Love Visions,Geoffrey Chaucer/Brian Stone,3.61,140444084,9780140444087,eng,272,70,6,5/26/1983,,,,
815,2710,Chaucer's Canterbury Tales,Geoffrey Chaucer,3.49,671475029,9780671475024,eng,383,36,5,1/28/1964,,,,
817,2713,The Portable Chaucer,Geoffrey Chaucer/Theodore Morrison,3.86,140150811,9780140150810,eng,611,70,8,5/26/1977,Penguin Books,,,
818,2715,Salt: A World History,Mark Kurlansky,3.74,142001619,9780142001615,eng,484,50335,3012,1/28/2003,Penguin Books,,,
819,2718,Salt in His Shoes: Michael Jordan in Pursuit of a Dream,Deloris Jordan/Kadir Nelson/Roslyn M. Jordan,4.2,689834195,9780689834196,eng,32,1178,173,11/1/2003,,,,
820,2719,The Book of Salt,Monique Truong,3.52,618446885,9780618446889,eng,261,4411,629,6/15/2004,Mariner Books,,,
821,2722,Cities of Salt (مدن الملح #1),Abdul Rahman Munif/Peter Theroux,4.13,039475526X,9780394755267,eng,627,856,105,7/17/1989,Vintage,,,
824,2727,Saul Steinberg: Illuminations,Saul Steinberg/Joel Smith/Charles Simic,4.51,300115865,9780300115864,eng,288,39,5,11/1/2006,,,,
826,2735,Snow Falling On Cedars,David Guterson,3.83,074754655X,9780747546559,eng,404,588,46,10/21/1999,,,,
827,2743,The Lost Boy (Dave Pelzer #2),Dave Pelzer,4.1,1558745157,9781558745155,eng,331,52028,2513,8/1/1997,,,,
828,2745,Real Boys: Rescuing Our Sons from the Myths of Boyhood,William S. Pollack/Mary Pipher,3.83,805061835,9780805061833,en-US,480,1397,128,5/10/1999,,,,
829,2749,Microserfs,Douglas Coupland,3.88,7179812,9780007179817,eng,371,442,38,1/1/2008,,,,
832,2767,A People's History of the United States,Howard Zinn,4.08,60838655,9780060838652,eng,729,167321,4711,8/2/2005,,,,
835,2778,Graphic Design: A Concise History (World of Art),Richard Hollis,4.0,500203474,9780500203477,en-US,232,675,12,5/17/2002,,,,
836,2781,Immigrant Acts: On Asian American Cultural Politics,Lisa Lowe,4.0,822318644,9780822318644,eng,272,206,9,10/21/1996,,,,
837,2785,The Old Way of Seeing: How Architecture Lost Its Magic - And How to Get It Back,Jonathan Hale,3.92,039574010X,9780395740101,eng,256,81,12,9/1/1995,Mariner Books,,,
838,2794,The Crying of Lot 49,Thomas Pynchon,3.69,006091307X,9780060913076,eng,152,57011,3332,10/17/2006,,,,
840,2804,Passionate Minds,David Bodanis,4.1,307237206,9780307237200,en-US,373,717,112,10/10/2006,,,,
841,2810,Christian Mythmakers: C.S. Lewis  Madeleine L'Engle  J.R.R. Tolkien  George MacDonald  G.K. Chesterton  Charles Williams  Dante Alighieri  John Bunyan  Walter Wangerin  Robert Siegel  and Hannah Hurnard,Rolland Hein/Clyde S. Kilby,3.93,094089548X,9780940895485,eng,303,448,18,12/1/2002,,,,
844,2815,The Glorious Impossible,Madeleine L'Engle/Giotto di Bondone,4.25,671686909,9780671686901,eng,64,367,38,9/30/1990,,,,
847,2820,The Birth of Tragedy and Other Writings,Friedrich Nietzsche/Raymond Geuss/Ronald Speirs,4.04,521639875,9780521639873,eng,204,388,23,4/22/1999,,,,
849,2822,The Birth of Tragedy,Friedrich Nietzsche,3.98,1419154079,9781419154072,eng,84,32,0,6/17/2004,,,,
850,2823,The Birth of Tragedy,Friedrich Nietzsche/Michael Tanner/Shaun Whiteside,3.98,140433392,9780140433395,en-US,160,10147,301,11/27/2003,,,,
852,2834,The Tragedy of Pudd'nhead Wilson/Those Extraordinary Twins,Mark Twain/David Lionel Smith/Sherley Anne Williams,3.79,195114159,9780195114157,eng,512,3664,58,3/6/1997,,,,
855,2843,Literature Circle Guide: Bridge to Terabithia: Everything You Need For Successful Literature Circles That Get Kids Thinking  Talking  Writing—and Loving Literature,Tara MacCarthy,5.0,439271711,9780439271714,eng,32,4,1,1/1/2002,,,,
858,2855,A Short History of Decay,Emil M. Cioran/Richard Howard,4.25,1559704640,9781559704649,eng,186,1771,99,9/15/1998,,,,
863,2872,Falling Angels,Tracy Chevalier,3.58,452283205,9780452283206,eng,336,20321,1214,9/24/2002,Penguin Books,,,
864,2873,The Virgin Blue,Tracy Chevalier,3.66,452284449,9780452284449,eng,304,26029,1588,6/24/2003,Penguin Books,,,
866,2877,Tom Hunter: Living in Hell and Other Stories,Tom Hunter/Tracy Chevalier/Colin Wiggins,3.64,1857093313,9781857093315,en-GB,80,42,0,3/8/2006,,,,
875,2893,Love Artist (Harlequin Romance #2860),Valerie Parv,3.25,373028601,9780373028603,eng,187,3,1,7/24/1987,,,,
876,2895,Perfume: The Story of a Murderer,Patrick Süskind/John E. Woods,4.02,307277763,9780307277763,eng,255,1124,191,2/13/2001,,,,
878,2898,Three Stories and a Reflection,Patrick Süskind,3.57,747534934,9780747534938,eng,128,24,3,11/13/1997,,,,
887,2923,Winterdance: The Fine Madness of Running the Iditarod,Gary Paulsen,4.26,156001454,9780156001458,eng,272,5437,830,2/17/1995,Mariner Books,,,
888,2928,Brian's Winter,Gary Paulsen,4.01,385321988,9780385321983,en-US,133,76,12,1/1/1996,,,,
889,2932,Robinson Crusoe (Robinson Crusoe #1),Daniel Defoe/Virginia Woolf,3.67,375757325,9780375757327,eng,320,209122,4131,6/12/2001,Modern Library,,,
890,2933,Robinson Crusoe,Daniel Defoe/John J. Richetti,3.67,141439823,9780141439822,eng,286,1507,142,3/27/2003,,,,
