,bookID,title,authors,average_rating,isbn,isbn13,language_code,num_pages,ratings_count,text_reviews_count,publication_date,publisher,Unnamed: 12,Unnamed: 13,Unnamed: 14
343,1167.0,Junie B. Jones and a Little Monkey Business (Junie B. Jones  #2),Barbara Park/Denise Brunkus,3.99,679838864,9780679838869.0,en-US,68.0,11178.0,623.0,2/16/1993,,,,
344,1169.0,Monkey Business,Sarah Mlynowski,3.67,373250711,9780373250714.0,eng,392.0,3379.0,67.0,9/24/2004,Red Dress Ink,,,
345,1171.0,Liar's Poker,Michael   Lewis,4.15,140143459,9780140143454.0,eng,256.0,22843.0,936.0,10/1/1990,Penguin Books,,,
346,1177.0,Liar's Poker: A Harry Garnish Mystery,Frank McConnell,3.31,802732291,9780802732293.0,eng,214.0,13.0,1.0,6/1/1993,,,,
347,1188.0,Risotto: 30 Simply Delicious Vegetarian Recipes from an Italian Kitchen,Ursula Ferrigno/Jason Lowe/Maxine  Clark,4.08,1841721476,694055000612.0,eng,64.0,8.0,2.0,3/1/2001,,,,
348,1191.0,Giada's Family Dinners,Giada De Laurentiis/Victoria Pearson,3.96,030723827X,9780307238276.0,eng,256.0,14103.0,74.0,4/4/2006,Clarkson Potter,,,
349,1192.0,Everyday Italian: 125 Simple and Delicious Recipes,Giada De Laurentiis,3.95,1400052580,9781400052585.0,eng,256.0,40125.0,217.0,2/22/2005,Clarkson Potter,,,
350,1193.0,Everyday Pasta,Giada De Laurentiis/Victoria Pearson,4.09,307346587,9780307346582.0,eng,240.0,8822.0,55.0,4/3/2007,Clarkson Potter,,,
351,1196.0,Tyler's Ultimate: Brilliant Simple Food to Make Any Time,Tyler Florence/Petrina Tinslay,4.09,1400052386,9781400052387.0,eng,256.0,3697.0,34.0,9/26/2006,Clarkson Potter,,,
352,1197.0,Tyler Florence's Real Kitchen: An Indespensible Guide for Anybody Who Likes to Cook,Tyler Florence/JoAnn Cianciulli/Bill Bettencourt/Bobby Flay,4.06,609609971,9780609609972.0,eng,304.0,1426.0,16.0,3/25/2003,,,,
353,1198.0,Eat This Book: Cooking with Global Fresh Flavors,Tyler Florence/Petrina Tinslay,3.92,1400052378,9781400052370.0,eng,287.0,275.0,15.0,10/1/2004,,,,
354,1202.0,Freakonomics: A Rogue Economist Explores the Hidden Side of Everything,Steven D. Levitt/Stephen J. Dubner,3.97,61234001,9780061234002.0,eng,320.0,628745.0,13034.0,10/17/2006,William Morrow,,,
355,1204.0,Freakonomics: Un economista políticamente incorrecto explora el lado oculto de lo que nos afecta,Steven D. Levitt/Stephen J. Dubner,3.97,8466625127,9788466625128.0,spa,250.0,193.0,23.0,8/1/2006,Ediciones B,,,
356,1206.0,Freakonomics: A Rogue Economist Explores the Hidden Side of Everything,Steven D. Levitt/Stephen J. Dubner,3.97,61245135,9780061245138.0,en-US,496.0,98.0,5.0,12/8/2006,Harper,,,
357,1218.0,The Last Assassin (John Rain  #5),Barry Eisler,4.27,399153594,9780399153594.0,eng,338.0,189.0,25.0,6/1/2006,,,,
358,1226.0,Life of Pi,Yann Martel,3.91,156030209,9780156030205.0,en-US,401.0,4318.0,668.0,5/3/2004,,,,
359,1230.0,L'Histoire de Pi,Yann Martel/Nicole Martel/Emile Martel,3.91,828808392,9780828808392.0,fre,448.0,177.0,26.0,11/24/2005,Gallimard,,,
360,1234.0,Shadows and Wind: A View of Modern Vietnam,Robert Templer,3.49,140285970,9780140285970.0,eng,400.0,102.0,8.0,9/1/1999,Penguin Books,,,
361,1241.0,A Million Little Pieces,James Frey,3.65,307276902,9780307276902.0,eng,515.0,206011.0,10821.0,9/22/2005,Anchor Books,,,
362,1242.0,A Million Little Pieces of Feces,Python Bonkers,3.56,1411677315,9781411677319.0,en-US,256.0,43.0,6.0,2/10/2006,,,,
363,1243.0,A Million Little Lies,James Pinocchio/Pablo Fenjves,3.41,61171468,9780061171468.0,en-US,191.0,201.0,24.0,3/28/2006,,,,
364,1246.0,The Leadership Challenge,James M. Kouzes/Barry Z. Posner,4.05,787968331,9780787968335.0,en-US,458.0,873.0,40.0,8/7/2003,Jossey-Bass,,,
365,1252.0,Lincoln on Leadership: Executive Strategies for Tough Times,Donald T. Phillips,4.14,446394599,9780446394598.0,eng,193.0,5354.0,281.0,2/1/1993,Business Plus,,,
366,1255.0,Leadership in Organizations,Gary Yukl,3.68,131494848,9780131494848.0,en-GB,542.0,55.0,4.0,7/7/2005,Prentice Hall,,,
367,1265.0,Leadership,Rudolph W. Giuliani,3.72,316861014,9780316861014.0,eng,397.0,1820.0,147.0,10/1/2002,Little  Brown,,,
368,1274.0,Men Are from Mars  Women Are from Venus,John Gray,3.55,60574216,9780060574215.0,eng,368.0,132062.0,3303.0,4/3/2012,,,,
369,1276.0,Mars and Venus Book of Days: 365 Inspriations to Enrich Your Relationships,John Gray,3.62,60192771,9780060192778.0,en-US,368.0,18.0,1.0,10/21/1998,Harper,,,
370,1281.0,Men Are from Mars  Women Are from Venus,John Gray,3.55,006123205X,9780061232053.0,eng,2.0,43.0,3.0,4/3/2007,HarperAudio,,,
371,1290.0,How to Succeed with Women,Ron  Louis/David Copeland,3.76,735200300,9780735200302.0,en-US,320.0,82.0,13.0,10/29/1998,,,,
372,1295.0,The Clan of the Cave Bear (Earth's Children  #1),Jean M. Auel,4.05,553381679,9780553381672.0,eng,512.0,184418.0,4432.0,6/25/2002,Bantam,,,
373,1296.0,The Clan of the Cave Bear (Earth's Children  #1),Jean M. Auel,4.05,517542021,9780517542026.0,eng,468.0,495.0,67.0,5/4/1980,,,,
374,1301.0,Moneyball: The Art of Winning an Unfair Game,Michael   Lewis,4.26,393324818,9780393324815.0,eng,317.0,85094.0,4155.0,3/17/2004,,,,
375,,,,,,,,,,,,,,,
376,1303.0,The 48 Laws of Power,Robert Greene/Joost Elffers,4.18,140280197,9780140280197.0,eng,452.0,60946.0,3167.0,9/1/2000,,,,
377,1305.0,Gates of Fire,Steven Pressfield,4.42,055338368X,9780553383683.0,eng,392.0,21934.0,1629.0,9/27/2005,Bantam,,,
378,1307.0,Fire Sea (The Death Gate Cycle  #3),Margaret Weis/Tracy Hickman,4.07,553295411,9780553295412.0,eng,414.0,16312.0,175.0,3/1/1992,Spectra Books,,,
379,1312.0,The Gate of Fire (Oath Of Empire Book Two),Thomas Harlan,3.58,812590104,9780812590104.0,en-US,721.0,146.0,4.0,6/18/2001,Tor Classics,,,
380,1315.0,The Afghan Campaign,Steven Pressfield,3.96,038551641X,9780385516419.0,eng,354.0,3002.0,198.0,7/1/2006,,,,
381,1317.0,Tides of War,Steven Pressfield,3.9,553381393,9780553381399.0,eng,448.0,3422.0,157.0,8/28/2001,Bantam,,,
382,1318.0,Last of the Amazons,Steven Pressfield,3.76,553382047,9780553382044.0,eng,400.0,2138.0,125.0,7/1/2003,Bantam,,,
383,1319.0,The War of Art: Break Through the Blocks & Win Your Inner Creative Battles,Steven Pressfield/Robert McKee,4.0,446691437,9780446691437.0,eng,168.0,53653.0,4702.0,4/1/2003,Warner Books,,,
384,1320.0,Gita on the Green,Stephen J. Rosen/Steven Pressfield,3.78,826413013,9780826413017.0,en-US,176.0,14.0,2.0,5/30/2002,Continuum,,,
385,1322.0,Blood Stripes: The Grunt's View of the War in Iraq,David J. Danelo/Steven Pressfield,3.91,811701646,9780811701648.0,eng,340.0,85.0,6.0,4/24/2006,,,,
386,1326.0,Phaedrus and Letters VII and VIII,Plato/Walter Hamilton,4.1,140442758,9780140442755.0,en-US,160.0,226.0,20.0,1/30/1973,,,,
387,1327.0,Phaedrus,Plato/Robin Waterfield,3.92,192802771,9780192802774.0,eng,128.0,29.0,6.0,1/16/2003,,,,
388,1328.0,Phaedrus,Plato/C.J. Rowe,3.92,140449744,9780140449747.0,eng,176.0,236.0,22.0,8/25/2005,,,,
389,1334.0,Lysis/Phaedrus/Symposium: Plato on Homosexuality,Plato/Benjamin Jowett,4.47,879756322,9780879756321.0,eng,157.0,14.0,0.0,12/1/1991,,,,
390,1337.0,Enthusiasm and Divine Madness,Josef Pieper/Richard Winston/Clara Winston,4.5,189031823X,9781890318239.0,eng,125.0,26.0,4.0,2/11/2019,,,,
391,1338.0,On Love: Lysis/Symposium/Phaedrus/Alcibiades/Selections from Republic & Laws,Plato/C.D.C. Reeve,4.06,872207889,9780872207882.0,eng,272.0,154.0,4.0,6/15/2006,,,,
392,1342.0,Gorgias/Phaedrus (Agora),Plato/James H. Nichols Jr.,4.35,801435307,9780801435300.0,eng,233.0,18.0,1.0,9/1/1998,,,,
393,1351.0,Statesman,Plato/C.J. Rowe,3.85,872204626,9780872204621.0,eng,128.0,28.0,7.0,3/15/1999,,,,
394,1354.0,Gorgias,Plato/Walter Hamilton/Chris Emlyn-Jones,3.95,140449043,9780140449044.0,en-GB,208.0,8186.0,198.0,1/29/2004,,,,
395,1362.0,The Histories,Herodotus/Aubrey de Sélincourt/John M. Marincola,3.99,140449086,9780140449082.0,eng,716.0,34727.0,597.0,1/30/2003,Penguin Books,,,
396,1363.0,The Histories,Herodotus/Aubrey de Sélincourt/John M. Marincola,3.99,140446389,9780140446388.0,eng,622.0,227.0,18.0,9/1/1954,,,,
397,1364.0,The History (Great Minds),Herodotus/Henry Francis Cary,3.99,879757779,9780879757779.0,en-US,613.0,2.0,0.0,11/1/1992,,,,
398,1365.0,The Histories,Herodotus/Carolyn Dewald/Robin Waterfield,3.99,192824252,9780192824257.0,eng,772.0,271.0,41.0,11/19/1998,,,,
399,1366.0,The Histories,Herodotus/Aubrey de Sélincourt/Andrew Robert Burn,3.99,140440348,9780140440348.0,en-US,653.0,143.0,17.0,8/30/1970,,,,
400,1367.0,The Histories,Herodotus/Jennifer Tolbert Roberts/Walter Blanco,3.99,393959465,9780393959468.0,en-US,464.0,40.0,5.0,1/17/1992,,,,
401,1368.0,The Histories,Herodotus/Edward Henry Blakeney/George Rawlinson/Rosalind Thomas,3.99,375400613,9780375400612.0,en-US,816.0,132.0,10.0,3/25/1997,,,,
402,1369.0,The History,Herodotus/Peter Grene,3.99,226327701,9780226327709.0,en-US,710.0,36.0,6.0,3/14/1987,,,,
403,1371.0,The Iliad,Homer/Robert Fagles/Bernard Knox,3.86,140275363,9780140275360.0,eng,683.0,288792.0,3423.0,4/29/1999,,,,
404,1373.0,Iliad,Homer/Stanley Lombardo/Sheila Murnaghan,3.86,872203522,9780872203525.0,en-US,574.0,1058.0,137.0,3/12/1997,,,,
405,1374.0,The Iliad,Homer/Robert Fitzgerald/Andrew Ford,3.86,374529051,9780374529055.0,en-US,588.0,692.0,81.0,4/3/2004,,,,
406,1375.0,The Iliad/The Odyssey,Homer/Robert Fagles/Bernard Knox,4.04,147712556,9780147712554.0,eng,1556.0,54939.0,380.0,11/1/1999,,,,
407,1376.0,The Iliad,Homer/E.V. Rieu/Peter Jones/D.C.H. Rieu,3.86,140447946,9780140447941.0,eng,462.0,1919.0,118.0,1/30/2003,,,,
408,1377.0,The Iliad,Homer/W.H.D. Rouse,3.86,451527372,9780451527370.0,en-US,312.0,158.0,15.0,8/1/1999,Signet Classics,,,
409,1378.0,The Essential Iliad,Homer/Sheila Murnaghan/Stanley Lombardo,3.86,872205428,9780872205420.0,en-US,216.0,212.0,18.0,9/15/2000,,,,
410,1381.0,The Odyssey,Homer/Robert Fagles/Bernard Knox,3.76,143039954,9780143039952.0,eng,541.0,760871.0,6557.0,11/30/2006,,,,
411,1382.0,The Odyssey,Homer/Robert Fitzgerald/D.S. Carne-Ross,3.76,374525749,9780374525743.0,eng,515.0,1713.0,179.0,11/5/1998,,,,
412,1383.0,The Odyssey,Homer/Richmond Lattimore,3.76,60931957,9780060931957.0,eng,374.0,1131.0,78.0,6/1/1999,,,,
413,1384.0,The Odyssey,Homer/E.V. Rieu/Peter Jones/D.C.H. Rieu,3.76,140449116,9780140449112.0,eng,324.0,2543.0,167.0,1/30/2003,,,,
414,1387.0,The Odyssey,Homer/W.H.D. Rouse,3.76,451527364,9780451527363.0,eng,304.0,262.0,24.0,8/1/1999,Signet Classics,,,
415,1391.0,Aeneid: Selections from Books 1  2  4  6  10  12,Virgil/Barbara Weiden Boyd,4.35,086516584X,9780865165847.0,eng,161.0,69.0,6.0,1/1/2001,,,,
416,1402.0,Eclogues. Georgics. Aeneid: Books 1-6,Virgil/Henry Rushton Fairclough/G.P. Goold,4.22,067499583X,9780674995833.0,mul,607.0,414.0,10.0,10/1/1999,,,,
417,1403.0,City Eclogue,Ed Roberson,4.13,1891190237,9781891190230.0,eng,136.0,67.0,7.0,1/30/2006,Atelos Press,,,
418,1405.0,The Eclogues and The Georgics,Virgil/Cecil Day-Lewis,3.8,192837680,9780192837684.0,eng,180.0,259.0,15.0,9/2/1999,,,,
419,1408.0,Paul Kirk's Championship Barbecue Sauces: 175 Make-Your-Own Sauces  Marinades  Dry Rubs  Wet Rubs  Mops and Salsas,Paul  Kirk,3.94,155832125X,9781558321250.0,eng,272.0,55.0,0.0,12/3/1997,,,,
420,1417.0,The Complete Pelican Shakespeare,William Shakespeare/Stephen Orgel/A.R. Braunmuller,4.5,141000589,9780141000589.0,eng,1808.0,578.0,25.0,11/7/2002,Viking,,,
421,1419.0,The Complete Works,William Shakespeare,4.5,517092948,9780517092941.0,eng,1248.0,62.0,6.0,10/13/1991,Gramercy,,,
422,1420.0,Hamlet,William Shakespeare/Harold Bloom/Rex Gibson,4.02,521618746,9780521618748.0,eng,289.0,609271.0,7139.0,8/1/2005,,,,
423,1423.0,The Compleat Works of Wllm Shkspr (abridged),Reduced Shakespeare Company/Adam Long/Daniel Singer/Jess Winfield,4.44,1557831572,9781557831576.0,eng,137.0,8159.0,118.0,2/1/1994,Applause Books,,,
424,1424.0,The Pilgrimage: A Contemporary Quest for Ancient Wisdom,Paulo Coelho/Alan R. Clarke,3.64,006251279X,9780062512796.0,en-US,272.0,888.0,92.0,5/1/1995,HarperOne,,,
425,1425.0,The Valkyries,Paulo Coelho/Alan R. Clarke,3.31,62513346,9780062513342.0,en-US,212.0,1204.0,79.0,9/28/1996,HarperOne,,,
426,1426.0,Warrior of the Light,Paulo Coelho,3.7,60527986,9780060527983.0,en-US,142.0,22662.0,945.0,3/30/2004,HarperOne,,,
427,1427.0,The Zahir,Paulo Coelho/Margaret Jull Costa,3.57,60832819,9780060832810.0,eng,336.0,58917.0,2575.0,7/3/2006,HarperOne,,,
428,1428.0,By the River Piedra I Sat Down and Wept,Paulo Coelho/Alan R. Clarke,3.57,61122092,9780061122095.0,eng,208.0,70760.0,2702.0,5/23/2006,HarperOne,,,
429,1429.0,The Fifth Mountain,Paulo Coelho/Clifford E. Landers,3.62,60930136,9780060930134.0,en-US,256.0,1415.0,68.0,4/26/2000,HarperOne,,,
430,1431.0,Veronika Decides to Die,Paulo Coelho/Margaret Jull Costa/Kâmuran Şipal,3.7,61124265,9780061124266.0,eng,210.0,132064.0,5452.0,6/1/2006,,,,
431,1433.0,Hamlet,William Shakespeare/Stephen Orgel/A.R. Braunmuller,4.02,140714545,9780140714548.0,eng,148.0,1658.0,125.0,12/1/2001,Penguin Books,,,
432,1437.0,Cliffs Notes on Shakespeare's Hamlet,Carla Lynn Stockton,3.69,764586033,9780764586033.0,en-US,129.0,65.0,6.0,5/30/2000,Cliffs Notes,,,
433,1438.0,Shakespeare's Hamlet,William Shakespeare/Terri Mategrano,4.02,764585681,9780764585685.0,eng,240.0,102.0,16.0,5/29/2000,Cliffs Notes,,,
434,1439.0,Hamlet's Mill: An Essay Investigating the Origins of Human Knowledge and Its Transmission Through Myth,Giorgio De Santillana/Hertha Von Dechend,4.29,879232153,9780879232153.0,eng,450.0,489.0,57.0,3/24/2015,Nonpareil Books,,,
435,1440.0,History of the Peloponnesian War: Bk. 1-2,Thucydides/C.F. Smith,4.32,674991206,9780674991200.0,mul,496.0,208.0,7.0,1/1/1919,,,,
436,1441.0,On Justice  Power and Human Nature: Selections from The History of the Peloponnesian War,Thucydides/Paul Woodruff,3.72,872201686,9780872201682.0,eng,172.0,610.0,15.0,10/1/1993,,,,
437,1444.0,History of the Peloponnesian War: Bk. 5-6,Thucydides/C.F. Smith,4.35,674991222,9780674991224.0,mul,400.0,38.0,0.0,1/1/1921,,,,
438,1445.0,The Peloponnesian War,Thucydides/Steven Lattimore,3.9,872203948,9780872203945.0,eng,530.0,154.0,21.0,6/1/1998,,,,
439,1449.0,The Peloponnesian War: A New Translation  Backgrounds  Interpretations,Thucydides/Jennifer Tolbert Roberts/Walter Blanco,3.9,393971678,9780393971675.0,eng,554.0,24.0,4.0,7/17/1998,,,,
440,1459.0,History of the Peloponnesian War  Bk. 7-8,Thucydides/C.F. Smith,4.29,674991877,9780674991873.0,eng,480.0,35.0,0.0,1/1/1923,,,,
441,1461.0,Thucydides  Book 6 Commentary,Cynthia W. Shelmerdine,4.5,929524357,9780929524351.0,eng,34.0,2.0,0.0,1/30/1989,,,,
442,1462.0,Euripides I: Alcestis / The Medea / The Heracleidae / Hippolytus,Euripides/Richmond Lattimore/David Grene/Rex Warner/Ralph Gladstone,4.03,226307808,9780226307800.0,eng,221.0,4483.0,56.0,2/15/1955,,,,
443,1463.0,Euripides V: Electra / The Phoenician Women / The Bacchae,Euripides/David Grene/Richmond Lattimore/Emily Townsend Vermeule/Elizabeth Wyckoff/William Arrowsmith,4.21,226307840,9780226307848.0,eng,228.0,3334.0,46.0,1/15/1969,,,,
444,1465.0,Euripides IV: Rhesus / The Suppliant Women / Orestes / Iphigenia in Aulis,Euripides/David Grene/Richmond Lattimore/William Arrowsmith/Frank William Jones/Charles R. Walker,4.21,226307832,9780226307831.0,eng,307.0,560.0,8.0,11/15/1968,,,,
445,1466.0,Grief Lessons: Four Plays by Euripides,Anne Carson/Euripides,4.4,1590171802,9781590171806.0,eng,312.0,679.0,85.0,8/1/2006,,,,
446,1467.0,Ten Plays,Euripides/Moses Hadas/John Maclean,4.17,553213636,9780553213638.0,en-US,432.0,1464.0,21.0,8/1/1990,,,,
447,1468.0,Euripides III: Hecuba / Andromache / The Trojan Women / Ion (Complete Greek Tragedies  #7),Euripides/David Grene/Richmond Lattimore/William Arrowsmith/John Frederick Nims/Ronald Frederick Willetts,4.0,226307824,9780226307824.0,eng,255.0,541.0,15.0,1/15/1992,,,,
448,1470.0,Euripides II: The Cyclops / Heracles / Iphigenia in Tauris / Helen,Euripides/David Grene/Richmond Lattimore/Witter Bynner/William Arrowsmith,4.31,226307816,9780226307817.0,eng,264.0,790.0,12.0,4/15/2002,,,,
449,1473.0,Medea and Other Plays,Euripides/John Davie/Richard Rutherford,4.03,140449299,9780140449297.0,eng,206.0,9197.0,120.0,3/27/2003,Penguin Books,,,
450,1474.0,Cyclops / Alcestis / Medea,Euripides/David Kovacs,4.23,674995600,9780674995604.0,mul,432.0,61.0,4.0,1/1/1994,,,,
451,1475.0,Medea,Euripides/Donald J. Mastronarde,3.87,521643864,9780521643863.0,grc,431.0,201.0,9.0,9/16/2002,,,,
452,1476.0,The Bacchae and Other Plays,Euripides/John Davie/Richard Rutherford,4.14,140447261,9780140447262.0,eng,360.0,164.0,8.0,1/26/2006,,,,
453,1479.0,Bakkhai,Euripides/Reginald Gibbons/Peter H. Burian,3.88,195125983,9780195125986.0,eng,160.0,154.0,13.0,2/22/2001,,,,
454,1480.0,Plays 1: Medea/The Phoenician Women/Bacchae,Euripides/David Thompson/J. Michael Walton,3.78,413752801,9780413752802.0,eng,192.0,9.0,0.0,11/9/2000,,,,
455,1486.0,The Trojan Women and Hippolytus,Euripides,3.63,486424626,9780486424620.0,eng,64.0,34.0,4.0,7/17/2002,,,,
456,1488.0,The Bacchae of Euripides: A Communion Rite,Wole Soyinka,3.86,393325830,9780393325836.0,eng,128.0,116.0,6.0,7/17/2004,,,,
457,1489.0,Orestes and Other Plays,Euripides/James Morwood/Robin Waterfield,4.1,192832603,9780192832603.0,eng,282.0,158.0,2.0,12/20/2001,,,,
458,1491.0,Children of Heracles / Hippolytus / Andromache / Hecuba,Euripides/David Kovacs,4.26,674995333,9780674995338.0,mul,528.0,27.0,5.0,2/15/1995,,,,
459,1494.0,Alcestis,Euripides/William Arrowsmith,3.83,195061667,9780195061666.0,eng,142.0,1950.0,95.0,2/1/1990,,,,
460,1495.0,Suppliant Women / Electra / Heracles,Euripides/David Kovacs,4.47,067499566X,9780674995666.0,mul,464.0,30.0,4.0,9/1/1998,,,,
461,1499.0,Medea,Euripides/Georgia Ann Machemer/Michael   Collier,3.87,195145666,9780195145663.0,eng,116.0,367.0,35.0,8/10/2006,,,,
462,1504.0,Euripides: Medea,William Allan,4.04,071563187X,9780715631874.0,eng,160.0,23.0,1.0,10/31/2002,,,,
463,1506.0,CliffsNotes on Euripides' Medea and Electra,Robert J. Milch,4.2,822004240,9780822004240.0,eng,69.0,5.0,0.0,9/13/1965,Cliffs Notes,,,
464,1509.0,Trojan Women / Iphigenia Among the Taurians / Ion,Euripides/David Kovacs,4.03,674995740,9780674995741.0,mul,528.0,29.0,2.0,12/1/1999,,,,
465,1510.0,Helen / Phoenician Women / Orestes,Euripides/David Kovacs,4.07,674996003,9780674996007.0,mul,605.0,25.0,3.0,6/15/2002,,,,
466,1511.0,Euripides: Iphigenia at Aulis (Companions to Greek & Roman Tragedy),Euripides/Pantelis Michelakis,4.03,715629948,9780715629949.0,eng,144.0,12.0,1.0,3/9/2006,,,,
467,1515.0,The Complete Greek Tragedies  Volume 3: Euripides,Euripides/David Grene/Richmond Lattimore,4.43,226307662,9780226307664.0,eng,672.0,46.0,7.0,8/1/1992,,,,
468,1516.0,Aeschylus I: Oresteia (Agamemnon  The Libation Bearers  The Eumenides),Aeschylus/David Grene/Richmond Lattimore,4.02,226307786,9780226307787.0,en-US,171.0,712.0,53.0,5/15/1969,,,,
469,1517.0,Aeschylus II: The Suppliant Maidens  The Persians  Seven against Thebes  and Prometheus Bound (The Complete Greek Tragedies),Aeschylus/David Grene/Richmond Lattimore/Seth Benardete,4.1,226307948,9780226307947.0,eng,188.0,389.0,26.0,2/1/1992,,,,
470,1518.0,The Oresteia,Aeschylus/Alan Shapiro/Peter H. Burian,4.02,019513592X,9780195135923.0,eng,304.0,77.0,7.0,10/7/2004,,,,
471,1519.0,The Oresteia: Agamemnon  The Libation Bearers  The Eumenides,Aeschylus/Robert Fagles/William Bedell Stanford,4.02,140443339,9780140443332.0,eng,335.0,28726.0,591.0,2/7/1984,,,,
472,1521.0,Oresteia,Aeschylus/Peter Meineck/Helene P. Foley,4.02,872203905,9780872203907.0,eng,224.0,303.0,21.0,9/15/1998,,,,
473,1523.0,Prometheus Bound and Other Plays,Aeschylus/Philip Vellacott,4.1,140441123,9780140441123.0,eng,160.0,4303.0,62.0,8/30/1961,Penguin Books,,,
474,1525.0,The Oresteia,Aeschylus/Ted Hughes,4.02,374527059,9780374527051.0,en-US,208.0,215.0,25.0,9/4/2004,,,,
475,1526.0,Aeschylus  1: The Oresteia: Agamemnon/The Libation Bearers/The Eumenides,Aeschylus/David R. Slavitt/Smith Palmer Bovie,4.02,081221627X,9780812216271.0,eng,178.0,12.0,3.0,11/1/1997,,,,
476,1527.0,The Complete Greek Tragedies  Volume 1: Aeschylus,Aeschylus/Richmond Lattimore/David Grene,4.1,226307646,9780226307640.0,eng,358.0,74.0,7.0,8/1/1992,,,,
477,1529.0,Aeschylus: The Oresteia (A Student Guide: Landmarks of World Literature),Simon Goldhill,4.03,521539811,9780521539814.0,eng,95.0,31.0,3.0,1/22/2004,,,,
478,1530.0,The Oresteia: Agamemnon  Choephoroe & Eumenides (Everyman's Library  No. 260),Aeschylus/George Thomson/Richard Seaford,4.02,1400041929,9781400041923.0,eng,127.0,63.0,8.0,1/20/2004,,,,
479,1531.0,Aeschylus 2: The Persians/Seven Against Thebes/The Suppliants/Prometheus Bound,Aeschylus/David R. Slavitt/Smith Palmer Bovie,4.1,812216717,9780812216714.0,en-GB,232.0,12.0,2.0,1/1/1998,,,,
480,1532.0,The Oresteia Trilogy: Agamemnon/The Libation-Bearers/The Furies,Aeschylus/E.D.A. Morshead,4.02,486292428,9780486292427.0,eng,151.0,89.0,8.0,9/24/1996,,,,
481,1533.0,The Suppliant Maidens/The Persians/Seven against Thebes/Prometheus Bound,Aeschylus/E.D.A. Morshead,4.1,1419150014,9781419150012.0,eng,208.0,1.0,0.0,6/17/2004,,,,
482,1536.0,Sophocles II: Ajax/Women of Trachis/Electra/Philoctetes (Complete Greek Tragedies 4),Sophocles/David Grene/Richmond Lattimore/John Moore/Michael Jameson,4.14,226307867,9780226307862.0,eng,254.0,5032.0,36.0,5/15/1969,,,,
483,1537.0,The Oedipus Plays of Sophocles: Oedipus the King; Oedipus at Colonus; Antigone,Sophocles/Paul Roche,3.97,452011671,9780452011670.0,eng,288.0,553.0,46.0,5/1/1996,Plume,,,
484,1538.0,The Complete Plays,Sophocles/Paul Roche,4.27,451527844,9780451527844.0,eng,420.0,2883.0,40.0,3/1/2001,,,,
485,1540.0,The Oedipus Cycle: Oedipus Rex  Oedipus at Colonus  Antigone,Sophocles/Robert Fitzgerald/Dudley Fitts,3.97,015602764X,9780156027649.0,eng,259.0,45589.0,726.0,11/1/2002,Mariner Books,,,
486,1542.0,The Three Theban Plays: Antigone  Oedipus the King  Oedipus at Colonus,Sophocles/Robert Fagles/Bernard Knox,3.97,140444254,9780140444254.0,eng,430.0,2979.0,288.0,1/3/2000,Penguin Books,,,
487,1546.0,Theban Plays,Sophocles/Peter Meineck/Paul Woodruff,3.97,872205851,9780872205857.0,en-US,304.0,109.0,7.0,3/15/2003,,,,
488,1547.0,The Theban Plays (Everyman's Library  #93),Sophocles/David Grene/Charles Segal,3.97,679431322,9780679431329.0,en-US,223.0,52.0,3.0,10/18/1994,Alfred A. Knopf,,,
489,1548.0,Electra and Other Plays,Sophocles/E.F. Watling,4.14,140440283,9780140440287.0,eng,218.0,135.0,9.0,4/30/1953,Penguin,,,
490,1549.0,Antigone; Oedipus the Kingn; Electra,Sophocles/Edith Hall/H.D.F. Kitto,3.94,192835882,9780192835888.0,eng,178.0,13358.0,199.0,9/17/1998,,,,
491,1554.0,Oedipus Rex  (The Theban Plays  #1),Sophocles/J.E. Thomas,3.7,1580495931,9781580495936.0,eng,75.0,141555.0,1776.0,6/22/2006,,,,
492,1555.0,The Oedipus Plays of Sophocles,Sophocles/Paul Roche,3.97,451621603,9780451621603.0,eng,390.0,8.0,1.0,9/1/1958,,,,
493,1558.0,Oedipus Rex (Greek and Latin Classics),Sophocles/Roger D. Dawe,3.7,521617359,9780521617352.0,grc,214.0,218.0,1.0,8/1/2006,,,,
494,1559.0,Oedipus the King,Sophocles/Bernard Knox/Cynthia Brantley Johnson,3.7,1416500332,9781416500339.0,eng,144.0,740.0,57.0,7/1/2005,Simon  Schuster,,,
495,1560.0,Four Plays: The Clouds/The Birds/Lysistrata/The Frogs,Aristophanes/William Arrowsmith/Richmond Lattimore/Douglass Parker,4.06,452007178,9780452007178.0,eng,624.0,6086.0,79.0,11/1/1984,Plume,,,
496,1561.0,Three Plays by Aristophanes: Lysistrata/Women at the Thesmophoria/Assemblywomen,Aristophanes/Jeffrey Henderson,3.94,415907446,9780415907446.0,eng,256.0,96.0,8.0,8/27/1996,Routledge,,,
497,1562.0,The Complete Plays,Aristophanes/Moses Hadas,4.21,553213431,9780553213430.0,eng,577.0,1998.0,33.0,3/1/1984,,,,
498,1563.0,Aristophanes 1: The Acharnians/Peace/Celebrating Ladies/Wealth,Aristophanes/David R. Slavitt,3.83,812234561,9780812234565.0,eng,336.0,4.0,0.0,1/29/1998,,,,
499,1566.0,Clouds/Wasps/Birds (Aristophanes 1),Aristophanes/Peter Meineck,3.77,872203611,9780872203617.0,eng,480.0,1.0,0.0,9/15/1998,,,,
